temp_max,temp_min,humidity,wind_speed,precipitation,evapotranspiration_et0,soil_moisture_prev,soil_moisture_target
24.9,16.3,48.4,17.2,18.7,2.92,32.9,43.5
41.3,29.9,72.4,22.2,0.0,4.56,38.3,31.5
29.9,18.6,52.1,9.8,0.0,2.81,25.5,21.3
27.4,18.8,53.5,9.7,0.0,2.46,50.6,47.0
31.0,17.2,38.1,22.0,0.0,4.33,57.0,50.5
26.5,14.1,33.4,17.6,0.0,3.59,45.2,39.8
34.7,21.2,64.5,13.2,17.1,3.29,20.2,29.0
38.6,29.1,58.8,16.9,0.0,4.22,44.9,38.5
27.0,18.8,82.8,11.4,0.0,1.67,37.8,35.3
35.4,26.7,58.5,12.8,0.0,3.52,58.5,53.2
24.7,12.2,48.2,10.8,0.0,2.39,30.7,27.1
29.1,19.5,66.7,6.0,0.0,1.97,27.6,24.7
37.0,28.1,81.7,8.4,0.0,2.66,24.0,20.0
27.7,15.2,56.2,8.3,7.3,2.3,57.6,59.9
38.9,28.3,56.5,23.0,0.0,4.81,54.6,47.4
31.8,22.6,69.9,15.5,0.0,2.96,22.1,17.6
35.0,24.7,48.3,18.4,0.0,4.22,44.2,37.9
41.3,29.1,65.2,17.3,0.0,4.38,52.8,46.2
29.6,17.4,46.1,8.0,16.6,2.81,29.8,38.8
27.5,15.9,31.4,9.9,0.0,3.15,46.9,42.2
32.9,19.8,48.4,10.9,23.9,3.37,37.6,51.6
32.1,18.5,45.9,11.6,0.0,3.4,50.3,45.2
36.0,23.3,61.6,22.3,0.0,4.25,25.3,18.9
32.8,20.6,65.9,9.9,7.8,2.75,59.3,61.4
25.7,14.9,65.1,22.6,0.0,2.94,55.9,51.5
34.1,20.9,44.5,13.6,0.0,3.84,29.7,23.9
39.4,29.2,50.0,11.2,0.0,4.13,20.8,14.6
22.7,9.3,81.1,6.5,0.0,0.82,39.3,38.1
29.4,18.0,55.2,14.8,0.0,3.06,38.7,34.1
28.5,17.0,65.2,18.2,0.0,2.92,44.9,40.5
28.2,17.5,66.8,20.1,0.0,2.99,31.4,27.0
36.3,27.0,30.5,14.4,10.7,4.6,28.1,29.8
37.5,27.6,65.2,18.5,0.0,4.03,18.6,12.6
36.0,27.6,35.5,8.9,0.0,3.97,53.1,47.1
35.5,25.2,83.8,9.9,0.0,2.53,53.1,49.3
38.0,29.5,68.4,10.2,0.0,3.33,37.0,32.0
37.8,28.8,36.0,8.1,0.0,4.1,17.7,11.5
40.5,30.6,39.7,17.8,0.0,5.09,48.9,41.3
36.4,28.1,73.0,15.0,0.0,3.38,58.0,53.0
38.2,25.3,40.0,14.5,0.0,4.55,41.2,34.4
24.1,11.7,32.4,19.8,0.0,3.5,34.1,28.9
30.3,20.4,78.2,16.0,0.0,2.56,44.8,40.9
28.0,17.4,70.8,24.7,3.0,3.21,34.3,31.8
35.2,24.9,85.0,8.9,6.4,2.39,54.9,56.4
24.9,14.0,53.1,18.3,17.2,2.86,31.0,40.4
40.5,27.4,52.0,24.9,20.1,5.29,34.5,42.7
30.7,21.6,58.3,6.7,0.0,2.47,25.9,22.2
36.5,24.9,71.1,20.0,2.0,3.85,31.5,27.3
40.4,28.9,70.0,22.6,0.0,4.55,38.8,32.0
32.8,19.7,74.4,19.0,0.0,3.22,42.8,37.9
29.3,16.2,64.0,9.5,0.0,2.35,53.8,50.2
34.5,24.1,40.3,17.2,12.8,4.31,45.5,49.3
33.3,19.8,32.2,10.6,6.5,3.88,20.6,19.9
36.7,26.4,80.9,5.5,0.0,2.41,58.7,55.1
25.5,14.9,68.6,17.7,0.0,2.42,29.7,26.1
36.6,24.6,39.0,24.3,0.0,5.16,38.6,30.9
39.0,27.1,34.1,15.1,0.0,4.86,46.5,39.2
41.4,33.3,44.4,16.0,0.0,4.92,27.3,20.0
38.5,29.5,30.0,24.0,0.0,5.65,58.1,49.6
27.6,19.2,72.5,21.7,0.0,2.87,18.3,14.0
35.1,26.0,76.7,10.5,0.0,2.75,34.2,30.1
33.9,21.2,32.2,21.4,10.2,4.82,36.3,37.2
39.9,31.8,60.8,17.9,0.0,4.39,28.1,21.5
31.8,22.7,55.7,20.3,0.0,3.77,32.3,26.7
34.3,26.3,60.3,24.5,0.0,4.27,41.8,35.4
37.2,25.6,53.0,8.1,0.0,3.52,28.3,23.0
35.9,25.3,76.7,8.9,0.0,2.72,40.1,36.0
24.5,13.0,46.0,9.6,10.0,2.33,56.8,61.3
22.6,9.5,51.9,16.2,0.0,2.46,56.7,53.0
37.4,23.5,73.7,10.9,0.0,3.15,59.3,54.5
24.5,11.1,66.5,23.4,0.0,2.81,55.1,50.9
39.7,31.0,37.9,7.4,10.1,4.22,45.8,47.5
29.1,16.8,75.1,18.3,0.0,2.7,28.3,24.2
24.5,13.5,69.6,16.0,0.0,2.13,30.1,26.9
23.3,10.7,42.1,17.3,0.0,2.92,21.3,16.9
34.0,21.8,71.1,8.0,0.0,2.58,19.2,15.4
32.4,21.7,42.2,11.0,11.8,3.5,16.6,20.8
39.8,30.8,78.7,22.3,0.0,4.19,37.4,31.1
28.0,14.1,66.9,24.0,0.0,3.28,54.7,49.8
31.0,17.8,37.2,17.7,0.0,4.02,44.5,38.5
30.9,18.8,43.2,16.9,0.0,3.77,29.3,23.7
37.6,29.1,39.4,14.4,0.0,4.48,40.9,34.2
38.8,27.7,73.2,11.5,0.0,3.39,33.1,28.0
33.2,24.1,80.6,19.0,0.0,3.08,24.4,19.7
23.4,13.3,58.4,21.0,0.0,2.73,27.1,23.1
29.5,17.2,48.5,24.6,19.3,4.05,41.5,50.9
26.7,14.1,54.6,18.6,0.0,3.05,20.0,15.4
38.8,26.7,72.9,14.0,9.5,3.58,55.6,57.8
40.8,29.9,46.4,19.6,0.0,5.07,51.7,44.1
22.6,14.6,49.6,8.0,0.0,1.87,39.0,36.2
38.5,29.4,64.5,16.6,0.0,4.01,38.3,32.3
33.8,20.4,33.1,21.5,0.0,4.78,47.9,40.8
36.7,27.4,58.8,19.1,0.0,4.18,32.3,26.1
40.8,29.7,83.3,16.3,0.0,3.7,48.4,42.8
35.2,27.1,34.3,16.6,0.0,4.53,42.1,35.3
26.7,16.8,64.3,16.9,0.0,2.63,38.8,34.9
29.1,18.0,73.2,15.8,0.0,2.56,30.2,26.4
37.1,28.7,45.1,8.1,0.0,3.75,19.1,13.4
37.2,25.4,64.8,20.3,0.0,4.14,33.0,26.8
27.8,16.2,81.1,23.5,0.0,2.78,55.8,51.6
41.3,28.5,52.4,14.7,0.0,4.55,45.2,38.3
38.4,29.7,40.7,11.9,22.8,4.34,24.8,36.5
33.1,24.6,38.5,9.9,0.0,3.62,50.9,45.4
35.5,22.0,82.6,14.1,0.0,2.9,29.2,24.8
22.7,13.0,49.5,5.7,0.0,1.7,53.2,50.6
27.0,14.2,73.8,11.7,0.0,1.97,28.0,25.1
23.4,12.4,54.1,7.8,0.0,1.81,57.7,55.0
36.6,24.2,71.7,19.9,23.3,3.84,52.4,65.0
27.5,16.2,63.8,7.6,0.0,2.0,16.0,13.0
39.3,31.1,47.5,6.6,0.0,3.81,56.6,50.9
33.3,24.4,60.7,20.4,0.0,3.8,48.4,42.7
27.6,19.1,38.2,24.1,0.0,4.09,47.8,41.6
40.0,26.9,42.0,6.2,0.0,4.03,59.2,53.1
33.3,20.0,42.7,7.2,0.0,3.3,51.5,46.6
35.1,23.3,31.0,11.3,0.0,4.19,21.0,14.8
36.5,24.0,70.3,24.8,0.0,4.26,45.7,39.3
25.9,15.5,57.0,9.3,0.0,2.14,47.2,44.0
27.7,18.9,45.8,17.5,0.0,3.34,37.6,32.6
24.0,14.6,49.0,17.7,0.0,2.83,25.5,21.3
27.7,16.2,57.1,21.8,0.0,3.36,45.0,40.0
25.1,16.8,58.0,6.4,0.0,1.78,16.2,13.5
25.5,16.9,74.1,11.9,8.1,1.8,45.7,49.5
36.9,28.2,72.8,12.4,0.0,3.24,45.2,40.4
37.9,25.7,32.1,15.4,24.3,4.81,26.5,38.7
30.4,21.2,37.4,17.0,0.0,3.89,31.9,26.0
23.7,11.3,30.3,14.2,0.0,3.07,34.4,29.8
24.5,11.9,47.8,7.7,0.0,2.12,15.9,12.7
28.5,16.0,80.2,16.8,0.0,2.36,24.9,21.4
34.1,23.6,39.7,20.7,0.0,4.56,29.5,22.6
23.2,11.0,45.1,9.7,0.0,2.21,54.3,51.0
32.4,23.4,72.6,9.2,0.0,2.44,40.6,36.9
33.7,25.3,76.0,14.6,0.0,2.93,47.3,42.9
41.9,31.1,37.7,19.5,0.0,5.45,53.4,45.2
28.0,17.0,77.2,22.3,17.4,2.83,42.1,51.8
23.7,10.1,54.5,18.5,0.0,2.68,20.9,16.8
39.1,26.8,76.2,14.9,17.4,3.6,31.9,40.4
30.0,19.4,57.1,18.2,0.0,3.35,50.0,44.9
35.4,22.6,36.7,21.7,0.0,4.89,38.8,31.5
30.7,19.8,45.7,8.4,12.4,2.98,20.6,26.1
26.9,18.1,36.0,22.6,0.0,3.96,56.6,50.6
34.9,21.8,60.5,14.3,0.0,3.51,29.4,24.1
35.2,21.8,73.0,14.2,0.0,3.17,59.3,54.6
31.9,18.7,30.3,6.3,19.8,3.42,18.6,29.3
22.3,13.5,46.8,14.3,13.5,2.42,26.2,33.3
27.5,14.6,84.3,14.3,0.0,1.91,56.9,54.1
32.0,19.6,52.8,9.1,0.0,2.98,44.9,40.4
31.2,21.6,75.7,10.5,0.0,2.31,32.3,28.8
31.4,22.2,65.7,9.5,0.0,2.56,29.8,25.9
41.3,27.4,71.4,24.7,24.8,4.78,19.7,32.3
30.3,20.9,82.5,17.7,0.0,2.58,59.9,56.0
34.2,22.4,32.5,22.2,0.0,4.91,58.2,50.8
26.4,17.1,50.1,11.2,0.0,2.56,42.2,38.4
38.1,24.5,33.7,10.6,0.0,4.41,31.1,24.5
30.5,20.2,82.4,13.7,0.0,2.29,48.7,45.3
36.5,25.0,77.3,17.5,0.0,3.46,28.6,23.4
24.6,11.7,51.0,18.0,0.0,2.87,29.7,25.4
32.1,18.7,78.4,20.0,0.0,3.1,55.4,50.7
36.7,26.7,36.6,13.4,4.7,4.38,57.8,54.9
35.5,22.4,65.4,13.4,24.0,3.37,18.2,32.3
34.2,25.6,45.6,8.7,0.0,3.43,54.9,49.8
34.7,22.7,80.0,20.0,0.0,3.36,33.7,28.7
39.3,27.4,37.5,5.8,0.0,4.06,32.0,25.9
38.8,26.3,82.5,16.2,0.0,3.47,27.4,22.2
35.6,23.4,76.7,15.7,0.0,3.23,24.1,19.3
36.7,23.7,62.7,7.3,0.0,3.11,36.4,31.7
35.5,25.6,76.2,12.4,20.3,2.97,44.0,55.7
38.0,27.9,31.0,6.5,20.5,4.15,28.6,38.8
42.0,29.4,63.1,24.7,0.0,5.12,22.5,14.8
36.7,27.1,82.9,24.8,0.0,3.9,57.5,51.7
34.3,22.2,35.2,20.3,0.0,4.68,52.8,45.8
41.2,32.0,34.3,14.7,0.0,5.09,49.7,42.0
35.9,23.0,39.6,18.0,0.0,4.57,21.9,15.0
30.3,17.2,83.4,18.3,0.0,2.6,20.9,17.0
41.5,33.3,59.0,10.8,0.0,4.08,24.8,18.7
22.2,11.7,33.5,10.8,0.0,2.53,28.3,24.5
26.9,18.0,37.4,15.5,0.0,3.35,35.4,30.3
24.5,12.6,60.6,12.6,0.0,2.13,23.2,20.0
24.9,14.9,32.3,13.7,0.0,3.12,57.4,52.7
34.5,22.8,50.6,7.7,0.0,3.24,41.9,37.1
36.5,23.5,44.1,9.8,0.0,3.84,40.5,34.7
26.4,14.8,49.0,17.8,0.0,3.12,41.7,37.0
37.4,23.5,80.1,15.1,0.0,3.29,34.7,29.8
22.6,13.6,33.3,18.9,0.0,3.22,17.9,13.0
35.8,23.9,69.6,17.0,3.4,3.57,51.8,49.1
26.3,15.1,56.7,23.4,0.0,3.33,41.1,36.1
28.4,14.6,63.7,5.1,0.0,1.9,31.4,28.5
22.6,12.1,72.5,15.1,0.0,1.75,43.8,41.2
35.4,25.1,50.4,5.1,23.9,3.15,52.9,65.0
27.5,17.1,81.7,10.0,0.0,1.65,16.0,13.5
34.4,20.8,78.7,15.0,0.0,2.97,40.6,36.2
23.3,14.4,83.0,10.1,0.0,1.12,37.9,36.2
41.6,29.4,64.6,15.5,0.0,4.29,44.9,38.4
40.1,28.8,53.2,21.1,0.0,4.9,22.6,15.3
26.7,13.0,54.4,15.4,0.0,2.81,36.6,32.4
36.9,26.0,47.3,6.9,0.0,3.56,54.2,48.9
37.8,25.7,58.4,22.9,0.0,4.62,51.7,44.8
28.2,17.7,68.9,12.4,0.0,2.31,44.1,40.6
30.8,18.0,36.4,19.4,23.6,4.15,29.1,41.8
37.9,26.8,35.0,16.7,0.0,4.83,22.1,14.8
28.4,17.8,45.1,23.9,0.0,3.97,44.6,38.7
26.5,17.2,39.7,13.7,0.0,3.08,15.5,10.9
38.7,27.6,38.6,6.3,7.9,3.99,37.5,37.8
39.2,25.8,75.8,11.6,0.0,3.36,59.4,54.4
35.6,25.8,48.1,13.7,0.0,3.93,55.4,49.5
26.0,17.5,52.3,9.9,0.0,2.34,46.5,43.0
28.2,16.1,48.9,17.7,0.0,3.34,27.5,22.5
34.7,24.4,48.5,10.8,0.0,3.57,50.4,45.0
26.9,14.8,79.5,12.0,2.6,1.8,21.3,20.6
24.2,11.7,46.2,18.1,8.8,2.96,25.5,28.1
27.5,18.4,64.0,18.3,19.0,2.85,26.3,37.2
27.7,14.7,79.6,21.5,25.0,2.65,45.2,61.3
32.2,18.5,75.0,18.8,0.0,3.12,32.3,27.7
35.7,26.5,84.3,16.8,0.0,3.09,33.3,28.7
37.2,26.8,62.5,20.6,10.2,4.23,39.5,41.3
28.7,18.8,45.5,9.6,0.0,2.84,56.6,52.3
36.0,27.8,73.2,15.6,0.0,3.37,34.7,29.6
22.8,10.7,54.4,22.5,0.0,2.9,31.2,26.8
36.5,25.5,41.0,13.4,0.0,4.22,15.2,10.0
26.9,17.7,30.2,20.7,12.3,3.98,33.8,37.7
25.6,11.8,63.2,21.3,0.0,2.88,47.5,43.2
41.4,31.3,57.7,15.3,0.0,4.46,25.5,18.8
35.5,26.7,81.0,16.8,0.0,3.18,55.3,50.5
33.1,21.1,68.4,14.2,0.0,3.06,23.4,18.8
29.7,15.7,44.8,20.2,12.8,3.84,17.6,22.1
31.5,23.4,63.7,16.7,0.0,3.21,41.2,36.4
40.5,27.8,37.3,10.3,10.9,4.57,37.9,39.8
40.9,29.8,73.0,10.4,20.6,3.55,26.1,37.3
39.4,30.4,76.8,20.5,0.0,4.06,53.3,47.2
28.6,19.6,38.6,10.4,0.0,3.11,54.4,49.8
23.8,10.3,80.9,19.5,0.0,1.99,49.6,46.7
32.6,21.0,64.6,7.5,14.0,2.57,20.2,27.6
41.3,30.3,50.9,8.2,0.0,4.08,28.6,22.5
23.8,10.0,44.6,18.8,23.0,3.02,41.6,55.5
35.1,22.4,63.3,6.4,0.0,2.83,26.8,22.5
31.7,21.3,75.5,9.9,0.0,2.34,58.1,54.6
41.0,27.0,61.3,7.3,0.0,3.66,21.5,16.0
25.1,16.0,65.9,7.1,0.0,1.61,17.6,15.2
24.2,13.6,50.9,24.8,0.0,3.36,23.5,18.5
40.9,28.8,52.5,19.8,0.0,4.92,23.1,15.7
25.9,15.5,39.3,12.2,0.0,2.91,51.6,47.2
28.0,18.3,72.9,12.6,0.0,2.19,59.7,56.4
41.6,29.6,50.6,6.3,0.0,3.98,59.0,53.0
23.4,15.3,75.7,7.0,22.9,1.09,18.6,35.3
24.3,12.9,71.6,13.0,0.0,1.8,43.5,40.8
32.1,24.0,36.2,16.6,0.0,4.1,49.3,43.2
36.8,24.2,32.4,22.9,0.0,5.27,38.9,31.0
27.0,15.4,60.7,9.5,0.0,2.17,50.9,47.6
38.1,29.8,40.8,18.4,0.0,4.82,38.5,31.2
36.2,28.0,63.5,24.2,0.0,4.37,56.5,49.9
33.3,20.3,36.8,7.5,13.2,3.49,29.9,35.2
36.4,23.0,64.1,9.3,0.0,3.19,38.8,34.0
36.4,23.1,84.4,15.1,0.0,3.04,40.5,35.9
31.7,20.5,56.6,13.4,0.0,3.18,26.2,21.5
34.3,22.0,79.1,11.6,0.0,2.68,57.5,53.5
35.0,22.3,52.3,24.0,0.0,4.55,29.0,22.1
30.1,18.4,42.9,20.1,0.0,3.93,41.6,35.7
35.9,22.8,70.4,21.0,0.0,3.88,41.9,36.1
38.9,29.5,74.8,9.4,0.0,3.18,29.8,25.1
25.4,16.5,40.3,14.0,0.0,2.96,56.1,51.7
29.6,20.3,70.9,7.7,0.0,2.04,33.4,30.4
34.3,25.2,38.0,21.0,0.0,4.65,59.4,52.4
32.5,19.4,83.9,10.6,0.0,2.23,16.0,12.6
35.6,23.1,56.3,8.2,0.0,3.24,55.4,50.5
40.6,28.1,44.5,22.4,0.0,5.33,31.5,23.5
25.7,12.4,78.7,7.0,0.0,1.28,39.0,37.1
41.9,31.2,59.3,10.3,0.0,4.07,35.0,28.9
38.3,29.8,73.4,14.8,7.2,3.58,23.7,24.1
37.0,26.2,38.8,10.1,0.0,4.09,15.9,10.0
30.5,18.4,58.5,17.0,0.0,3.26,23.2,18.3
38.2,24.8,58.1,11.1,0.0,3.73,54.6,49.0
35.8,22.7,48.1,19.2,0.0,4.4,40.7,34.1
32.6,21.3,76.7,23.3,15.1,3.47,56.3,63.2
24.7,14.2,34.9,7.3,0.0,2.5,35.1,31.3
35.8,26.9,31.2,22.8,0.0,5.18,15.9,10.0
41.8,30.9,56.2,17.4,15.1,4.73,43.3,48.3
27.9,15.6,50.8,19.4,23.0,3.38,54.6,65.0
25.0,11.4,60.7,19.0,0.0,2.7,18.8,14.7
25.4,15.6,56.2,11.9,0.0,2.31,23.4,19.9
35.6,27.3,49.9,8.6,0.0,3.47,54.8,49.6
23.6,10.9,79.3,24.5,0.0,2.41,29.7,26.1
28.4,18.2,63.7,14.8,0.0,2.69,16.8,12.7
24.1,10.3,84.7,19.9,0.0,1.95,57.9,55.0
26.3,13.9,36.3,18.0,0.0,3.5,53.7,48.4
36.7,23.1,58.7,18.5,0.0,4.13,15.5,10.0
37.1,23.9,39.6,5.6,22.6,3.71,28.3,40.8
26.7,18.6,46.3,19.3,0.0,3.36,29.1,24.0
26.8,13.5,76.9,11.6,24.8,1.84,45.6,62.7
40.5,30.5,65.6,18.5,0.0,4.37,59.7,53.1
24.2,12.4,48.5,21.2,0.0,3.14,55.2,50.5
28.9,19.8,31.2,10.1,0.0,3.34,57.6,52.6
31.8,20.5,78.4,22.7,0.0,3.28,20.1,15.2
27.4,16.7,71.3,19.2,0.0,2.69,54.6,50.6
38.1,24.2,78.9,8.9,11.5,2.91,42.8,47.6
34.9,25.3,77.3,11.6,0.0,2.79,36.2,32.0
22.2,13.2,35.6,5.9,0.0,2.07,23.7,20.5
38.8,29.2,31.8,21.4,0.0,5.41,42.0,33.9
28.7,20.4,50.4,15.4,15.2,3.17,55.2,62.6
26.4,12.8,35.4,21.5,0.0,3.82,26.6,20.9
41.2,30.7,37.8,16.8,0.0,5.15,55.5,47.7
27.6,16.1,36.3,14.2,0.0,3.36,29.2,24.1
31.7,18.2,57.5,21.6,0.0,3.81,58.7,53.0
23.9,12.4,73.4,21.3,11.2,2.36,43.1,48.5
28.3,16.4,50.8,12.0,2.9,2.83,52.6,50.7
31.8,20.4,50.5,7.7,0.0,2.92,25.3,20.9
38.8,24.8,78.9,15.6,0.0,3.53,57.7,52.4
32.8,20.9,64.6,19.2,0.0,3.53,45.2,39.9
36.5,23.7,52.2,19.9,22.2,4.41,28.1,39.2
30.1,17.2,65.0,11.2,0.0,2.55,58.1,54.3
23.8,15.7,67.0,17.3,0.0,2.22,47.9,44.6
39.3,25.7,72.6,9.6,0.0,3.3,43.9,38.9
32.8,23.8,62.4,22.7,0.0,3.88,45.1,39.3
34.3,24.1,61.1,9.2,0.0,3.02,50.9,46.4
37.2,27.0,36.2,21.0,0.0,5.06,17.4,10.0
30.9,18.5,74.5,24.6,8.8,3.45,42.4,44.3
38.2,28.8,52.5,13.2,0.0,4.06,25.8,19.8
41.4,30.3,45.5,10.7,17.9,4.45,49.9,57.6
22.6,11.1,73.0,12.5,0.0,1.53,31.3,29.0
28.3,17.4,39.1,13.8,0.0,3.33,16.2,11.2
25.3,12.6,37.3,10.4,0.0,2.75,57.4,53.3
25.7,12.1,69.5,18.4,0.0,2.47,16.4,12.7
24.0,14.0,34.1,24.8,0.0,3.84,36.9,31.2
37.7,23.8,82.5,20.9,0.0,3.72,18.0,12.4
24.0,16.0,30.1,23.7,0.0,3.87,45.0,39.2
36.5,25.5,43.1,23.3,0.0,4.95,48.3,40.9
26.9,13.7,65.8,17.9,11.6,2.68,38.6,43.9
27.9,14.6,76.1,14.9,0.0,2.25,51.1,47.7
25.9,17.5,32.5,5.8,0.0,2.6,26.5,22.6
35.8,23.9,59.8,12.1,0.0,3.47,46.9,41.7
27.4,16.4,38.6,11.6,0.0,3.06,25.1,20.5
36.0,26.5,81.6,11.2,0.0,2.76,41.7,37.6
33.8,22.3,61.5,11.2,0.0,3.11,41.7,37.0
35.4,25.9,68.6,23.5,0.0,4.07,18.8,12.7
31.4,20.8,48.5,14.8,0.0,3.5,15.3,10.0
26.7,17.4,49.2,8.5,6.5,2.41,53.4,55.0
37.9,27.3,78.3,9.7,0.0,2.98,21.4,17.0
38.7,29.9,31.8,10.5,0.0,4.53,20.8,14.0
28.6,18.7,74.1,13.4,0.0,2.29,33.2,29.8
33.0,24.7,50.6,22.1,0.0,4.21,59.2,52.9
37.8,27.0,67.2,20.5,0.0,4.16,17.7,11.5
30.1,21.2,45.2,23.9,0.0,4.17,41.7,35.4
30.0,20.4,61.4,15.7,0.0,3.01,56.8,52.2
28.6,19.3,52.2,13.8,21.8,2.96,59.8,65.0
40.5,27.3,84.6,23.2,0.0,4.17,22.5,16.2
25.1,16.8,52.7,21.2,0.0,3.13,31.5,26.8
24.2,15.9,52.0,7.0,11.1,1.9,37.6,43.7
25.7,13.6,53.0,6.8,0.0,2.04,31.1,28.0
23.0,9.4,61.4,14.6,0.0,2.09,57.2,54.0
26.4,13.5,75.7,6.1,0.0,1.38,17.8,15.8
33.9,21.9,50.2,22.6,0.0,4.37,56.7,50.1
28.3,20.2,74.6,9.5,0.0,1.91,51.8,48.9
26.3,16.5,54.1,10.4,0.0,2.37,15.4,11.9
26.2,13.2,52.7,17.7,0.0,2.99,44.2,39.8
42.0,30.4,64.6,7.2,0.0,3.68,53.7,48.2
38.7,27.6,79.7,7.9,0.0,2.88,26.2,21.9
34.9,26.4,81.9,20.7,0.0,3.39,43.7,38.6
37.2,27.9,35.1,12.0,15.0,4.37,34.1,39.5
31.2,20.0,84.0,20.9,0.0,2.9,31.4,27.0
22.5,13.8,70.2,12.4,0.0,1.59,55.0,52.6
31.7,18.3,78.8,6.6,0.0,1.97,18.5,15.5
41.3,30.6,71.8,19.1,0.0,4.33,42.9,36.4
41.0,27.4,66.0,18.2,0.0,4.39,52.3,45.7
34.7,21.7,66.2,11.0,3.8,3.05,41.4,39.8
27.7,15.9,33.2,12.5,0.0,3.33,31.7,26.7
23.1,10.7,36.4,5.3,0.0,2.1,23.7,20.5
38.6,24.8,59.4,15.5,0.0,4.09,34.2,28.0
31.6,22.7,50.1,21.3,18.8,4.0,44.3,53.4
23.1,15.0,49.4,18.8,0.0,2.8,45.0,40.8
35.3,22.5,35.5,16.5,6.0,4.5,29.6,27.7
36.1,22.3,48.8,15.4,0.0,4.11,45.4,39.2
29.3,18.4,61.2,18.7,14.8,3.18,34.4,41.4
24.7,15.4,78.6,22.4,17.9,2.4,39.9,50.6
40.8,27.3,61.9,7.8,0.0,3.66,47.6,42.1
41.0,30.9,73.2,18.7,14.8,4.22,23.3,28.8
35.7,24.0,83.5,23.7,3.8,3.67,49.6,47.2
35.7,22.9,44.7,22.0,0.0,4.7,26.8,19.7
22.2,9.0,59.4,24.5,0.0,2.84,18.6,14.4
33.8,25.7,60.7,12.0,0.0,3.19,39.4,34.6
27.2,18.3,52.3,24.7,0.0,3.68,48.7,43.2
23.1,12.9,61.9,20.0,0.0,2.52,38.2,34.4
37.3,27.4,35.0,11.9,24.2,4.38,41.0,53.8
30.9,17.5,79.5,13.3,0.0,2.39,17.9,14.3
39.7,29.9,61.1,10.4,0.0,3.76,18.2,12.6
30.9,19.2,63.9,19.8,0.0,3.38,50.7,45.6
26.7,16.5,51.0,24.1,0.0,3.6,25.0,19.6
34.6,24.1,43.8,19.3,16.6,4.39,34.4,41.0
28.4,14.7,47.8,12.0,0.0,2.93,20.8,16.4
24.2,14.5,62.5,12.7,0.0,2.04,22.2,19.1
27.2,15.8,41.9,13.5,0.0,3.09,58.8,54.2
23.6,12.8,51.8,21.5,0.0,3.0,55.8,51.3
29.5,19.7,54.7,11.9,0.0,2.85,24.6,20.3
35.2,21.6,45.4,18.5,4.8,4.34,20.2,17.5
24.8,15.5,61.0,20.3,22.0,2.77,52.9,65.0
36.5,26.0,30.1,19.7,0.0,5.06,30.1,22.5
36.4,28.0,69.0,6.4,0.0,2.8,41.9,37.7
28.0,19.6,82.2,15.7,0.0,2.16,42.7,39.4
39.8,31.5,79.1,9.8,17.1,3.19,59.0,65.0
23.1,12.6,59.1,10.0,0.0,1.81,43.8,41.1
38.9,28.4,49.5,16.1,0.0,4.47,47.2,40.5
27.3,16.6,79.2,20.1,22.4,2.51,41.5,55.7
35.6,25.8,54.3,21.1,0.0,4.33,22.4,15.9
29.6,21.2,69.5,8.0,0.0,2.1,54.6,51.5
32.8,22.9,60.1,9.4,15.9,2.88,47.1,55.5
39.6,27.0,81.0,24.7,0.0,4.3,54.1,47.6
35.5,26.4,40.0,7.2,0.0,3.63,45.3,39.8
37.8,27.8,55.3,5.8,0.0,3.34,53.4,48.4
37.7,29.3,39.6,11.7,0.0,4.27,52.7,46.3
25.9,14.7,61.4,13.5,0.0,2.34,58.2,54.7
30.3,17.9,40.1,21.5,0.0,4.14,45.4,39.2
32.1,23.3,31.4,23.6,18.2,4.8,44.4,51.7
28.8,19.7,39.8,16.7,0.0,3.6,54.4,49.0
34.8,21.9,31.8,18.4,0.0,4.7,26.4,19.3
36.4,23.7,50.4,20.8,0.0,4.52,53.6,46.8
22.5,14.0,72.7,17.5,0.0,1.92,42.6,39.7
40.6,28.7,65.6,20.2,0.0,4.52,26.8,20.0
34.3,22.8,37.4,15.4,6.3,4.23,56.1,54.7
24.4,12.9,47.8,16.1,0.0,2.78,35.0,30.8
39.3,29.1,49.4,13.9,10.9,4.35,15.3,17.5
32.1,19.0,60.4,17.2,21.8,3.41,32.3,44.6
41.5,32.8,82.0,17.7,24.3,3.94,15.6,29.2
36.6,23.3,39.7,11.9,0.0,4.15,45.6,39.4
39.4,26.9,50.0,21.4,0.0,4.95,25.2,17.8
23.5,12.9,78.5,8.0,0.0,1.1,59.6,58.0
23.1,12.1,48.1,12.9,0.0,2.36,48.3,44.7
33.8,20.1,48.3,15.8,0.0,3.88,31.8,26.0
31.3,19.2,77.3,13.3,0.0,2.5,58.9,55.1
22.8,12.2,65.0,5.2,0.0,1.21,17.5,15.7
39.2,26.3,31.8,6.0,0.0,4.22,31.6,25.3
33.5,23.9,39.5,10.9,0.0,3.71,35.2,29.6
36.9,25.6,63.5,14.4,0.0,3.68,21.5,15.9
29.1,17.1,70.4,14.4,0.0,2.53,24.5,20.7
39.2,26.0,47.6,16.0,0.0,4.55,36.3,29.4
40.2,27.8,67.0,15.4,4.5,4.05,28.5,26.0
26.2,12.5,52.5,22.5,0.0,3.37,51.6,46.5
26.3,15.6,47.5,24.4,0.0,3.69,26.2,20.7
28.3,17.1,45.3,21.5,0.0,3.75,47.6,42.0
